content_type,number_of_peers,opt_type,runtime_in_ms,success,objective,avg_delay
VIDEO,25,DIR,0.0441,1,4804.0000,58.9645
VIDEO,25,HEU,32.0959,1,653.0000,84.5596
VIDEO,25,MST,13.4208,1,646.0000,85.9386
VIDEO,31,DIR,0.0525,1,5822.0000,59.9188
VIDEO,31,HEU,41.1520,1,654.0000,84.6555
VIDEO,31,MST,13.5257,1,647.0000,84.3416
VIDEO,37,DIR,0.0529,1,6840.0000,57.5523
VIDEO,37,HEU,47.3123,1,659.0000,83.1730
VIDEO,37,MST,13.7296,1,650.0000,88.7611
VIDEO,43,DIR,0.0548,1,8105.0000,57.3500
VIDEO,43,HEU,58.7273,1,658.0000,85.2511
VIDEO,43,MST,13.9885,1,647.0000,93.0276
AUDIO,7,DIR,0.0191,1,1016.0000,54.5466
AUDIO,7,HEU,6.1414,1,384.0000,60.8863
AUDIO,7,ILP,266133.0931,1,382.0000,62.1631
AUDIO,7,MST,11.8680,1,384.0000,60.9018
AUDIO,13,DIR,0.0236,1,2154.0000,52.1996
AUDIO,13,HEU,13.4289,1,514.0000,75.3449
AUDIO,13,ILP,2542256.5703,1,509.0000,74.8702
AUDIO,13,MST,11.8127,1,512.0000,74.6924
AUDIO,19,DIR,0.0329,1,3422.0000,56.1717
AUDIO,19,HEU,18.7197,1,651.0000,93.3491
AUDIO,19,MST,12.4612,1,645.0000,82.5264
AUDIO,25,DIR,0.0441,1,4804.0000,58.9645
AUDIO,25,HEU,28.8815,1,654.0000,83.7738
AUDIO,25,MST,12.4738,1,646.0000,85.9386
AUDIO,31,DIR,0.0427,1,5822.0000,59.9188
AUDIO,31,HEU,37.3728,1,655.0000,84.0268
AUDIO,31,MST,12.8317,1,647.0000,84.3416
AUDIO,37,DIR,0.0575,1,6840.0000,57.5523
AUDIO,37,HEU,49.2346,1,660.0000,82.6491
AUDIO,37,MST,14.0517,0,0.0000,0.0000
AUDIO,43,DIR,0.0596,1,8105.0000,57.3500
AUDIO,43,HEU,56.8254,1,659.0000,83.0161
AUDIO,43,MST,14.8950,0,0.0000,0.0000
MESSAGING,7,DIR,0.0203,1,1016.0000,54.5466
MESSAGING,7,HEU,6.2947,1,384.0000,60.8863
MESSAGING,7,ILP,281029.6934,1,382.0000,62.1631
MESSAGING,7,MST,11.6320,1,384.0000,60.9018
MESSAGING,13,DIR,0.0250,1,2154.0000,52.1996
MESSAGING,13,HEU,13.1979,1,514.0000,75.3449
MESSAGING,13,ILP,2825108.4170,1,509.0000,75.9690
MESSAGING,13,MST,12.3255,1,512.0000,74.6924
MESSAGING,19,DIR,0.0315,1,3422.0000,56.1717
MESSAGING,19,HEU,23.6218,1,652.0000,94.6639
MESSAGING,19,MST,12.0852,1,645.0000,82.5264
MESSAGING,25,DIR,0.0370,1,4804.0000,58.9645
MESSAGING,25,HEU,28.3184,1,653.0000,84.5596
MESSAGING,25,MST,12.7218,1,646.0000,85.9386
MESSAGING,31,DIR,0.0467,1,5822.0000,59.9188
MESSAGING,31,HEU,36.7939,1,654.0000,84.6555
MESSAGING,31,MST,13.4151,1,647.0000,84.3416
MESSAGING,37,DIR,0.0517,1,6840.0000,57.5523
MESSAGING,37,HEU,45.0265,1,659.0000,83.1730
MESSAGING,37,MST,13.1075,1,650.0000,88.7611
MESSAGING,43,DIR,0.0598,1,8105.0000,57.3500
MESSAGING,43,HEU,52.7501,1,658.0000,85.2511
MESSAGING,43,MST,13.3379,1,647.0000,93.0276
